Item ID;Sale ID;Product ID;Sale date;Year;Month;Year/Month;Quantity;Unit Price;Original Price;Revenue;Calculate disccount;Discount applied;Discount;Channel;Channel Campaings;Category;Country;Age range
264;433;161;30/5/25;2025;5;2025-05;1;45,75;45,75;45,75;0;0;0;App Mobile;App Mobile;T-Shirts;FRANCE;26-35
601;423;19;13/5/25;2025;5;2025-05;1;45,68;65,26;45,68;30;19,58;1;App Mobile;Social Media;Dresses;PORTUGAL;36-45
2347;1296;19;18/5/25;2025;5;2025-05;1;45,68;65,26;45,68;30;19,58;1;App Mobile;Social Media;Dresses;SPAIN;56-65
872;944;201;14/6/25;2025;6;2025-06;1;45,62;45,62;45,62;0;0;0;E-commerce;Website Banner;T-Shirts;GERMANY;26-35
1607;635;229;16/4/25;2025;4;2025-04;1;45,58;45,58;45,58;0;0;0;App Mobile;App Mobile;Shoes;NETHERLANDS;56-65
3056;963;229;6/4/25;2025;4;2025-04;1;45,58;45,58;45,58;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;36-45
2148;554;20;13/6/25;2025;6;2025-06;1;45,42;45,42;45,42;0;0;0;E-commerce;Website Banner;Dresses;PORTUGAL;26-35
2786;241;20;6/6/25;2025;6;2025-06;1;45,42;45,42;45,42;0;0;0;App Mobile;App Mobile;Dresses;SPAIN;36-45
2593;561;370;6/6/25;2025;6;2025-06;1;45,31;50,34;45,31;9,99;5,03;1;E-commerce;Email;T-Shirts;PORTUGAL;26-35
1417;75;109;22/5/25;2025;5;2025-05;1;45,27;45,27;45,27;0;0;0;App Mobile;App Mobile;Dresses;ITALY;26-35
1448;614;109;29/5/25;2025;5;2025-05;1;45,27;45,27;45,27;0;0;0;App Mobile;App Mobile;Dresses;NETHERLANDS;36-45
2480;384;109;27/4/25;2025;4;2025-04;1;45,27;45,27;45,27;0;0;0;E-commerce;Website Banner;Dresses;NETHERLANDS;46-55
3144;535;404;31/5/25;2025;5;2025-05;1;45,19;45,19;45,19;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;26-35
2470;121;158;25/4/25;2025;4;2025-04;1;45,15;45,15;45,15;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;46-55
2722;46;12;14/6/25;2025;6;2025-06;1;44,77;44,77;44,77;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;36-45
1295;332;322;24/5/25;2025;5;2025-05;1;44,45;44,45;44,45;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;26-35
1130;646;55;14/5/25;2025;5;2025-05;1;44,32;44,32;44,32;0;0;0;E-commerce;Website Banner;T-Shirts;NETHERLANDS;36-45
1193;729;55;27/4/25;2025;4;2025-04;1;44,32;44,32;44,32;0;0;0;E-commerce;Website Banner;T-Shirts;ITALY;26-35
73;478;280;14/4/25;2025;4;2025-04;1;44,14;44,14;44,14;0;0;0;App Mobile;App Mobile;T-Shirts;FRANCE;16-25
350;245;373;29/5/25;2025;5;2025-05;1;44,12;44,12;44,12;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;36-45
3019;143;373;16/6/25;2025;6;2025-06;1;44,12;44,12;44,12;0;0;0;E-commerce;Website Banner;Shoes;PORTUGAL;46-55
565;432;184;20/4/25;2025;4;2025-04;1;44,08;44,08;44,08;0;0;0;E-commerce;Website Banner;Pants;GERMANY;36-45
2655;626;184;24/4/25;2025;4;2025-04;1;44,08;44,08;44,08;0;0;0;App Mobile;App Mobile;Pants;GERMANY;36-45
1143;403;231;27/4/25;2025;4;2025-04;1;44,06;44,06;44,06;0;0;0;App Mobile;App Mobile;Shoes;GERMANY;56-65
3118;318;231;17/4/25;2025;4;2025-04;1;44,06;44,06;44,06;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;16-25
1119;484;277;26/4/25;2025;4;2025-04;1;43,92;43,92;43,92;0;0;0;App Mobile;App Mobile;T-Shirts;GERMANY;16-25
2358;1035;277;5/5/25;2025;5;2025-05;1;43,92;43,92;43,92;0;0;0;E-commerce;Website Banner;T-Shirts;GERMANY;36-45
1793;90;363;26/5/25;2025;5;2025-05;1;43,64;43,64;43,64;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;36-45
1056;1192;374;22/5/25;2025;5;2025-05;1;43,43;43,43;43,43;0;0;0;App Mobile;App Mobile;Sleepwear;PORTUGAL;46-55
1780;644;311;4/4/25;2025;4;2025-04;1;43,38;43,38;43,38;0;0;0;E-commerce;Website Banner;Dresses;ITALY;16-25
1957;96;434;20/4/25;2025;4;2025-04;1;43,14;43,14;43,14;0;0;0;E-commerce;Website Banner;T-Shirts;FRANCE;36-45
2131;1333;123;14/5/25;2025;5;2025-05;1;43,06;61,51;43,06;30;18,45;1;App Mobile;Social Media;Sleepwear;NETHERLANDS;56-65
3227;1297;102;29/4/25;2025;4;2025-04;1;43,06;43,06;43,06;0;0;0;App Mobile;App Mobile;T-Shirts;GERMANY;46-55
2532;639;369;22/4/25;2025;4;2025-04;1;43,04;43,04;43,04;0;0;0;E-commerce;Website Banner;Dresses;ITALY;56-65
461;778;476;13/4/25;2025;4;2025-04;1;42,72;42,72;42,72;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;36-45
1765;151;476;14/4/25;2025;4;2025-04;1;42,72;42,72;42,72;0;0;0;E-commerce;Website Banner;Shoes;FRANCE;46-55
2242;873;375;22/5/25;2025;5;2025-05;1;42,67;42,67;42,67;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;26-35
2158;448;177;29/4/25;2025;4;2025-04;1;42,66;42,66;42,66;0;0;0;App Mobile;App Mobile;Sleepwear;NETHERLANDS;56-65
2563;132;377;20/4/25;2025;4;2025-04;1;42,5;42,5;42,5;0;0;0;App Mobile;App Mobile;Shoes;GERMANY;36-45
1635;616;135;23/4/25;2025;4;2025-04;1;42,47;42,47;42,47;0;0;0;E-commerce;Website Banner;Shoes;SPAIN;46-55
1697;567;135;17/5/25;2025;5;2025-05;1;42,47;42,47;42,47;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;16-25
278;421;149;19/5/25;2025;5;2025-05;1;42,24;42,24;42,24;0;0;0;E-commerce;Website Banner;Pants;FRANCE;56-65
1354;259;287;19/5/25;2025;5;2025-05;1;42,24;60,34;42,24;30;18,1;1;App Mobile;Social Media;Sleepwear;GERMANY;56-65
1749;925;309;24/4/25;2025;4;2025-04;1;42,14;42,14;42,14;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;56-65
2637;449;309;23/5/25;2025;5;2025-05;1;42,14;42,14;42,14;0;0;0;E-commerce;Website Banner;Dresses;SPAIN;56-65
1072;1194;344;13/5/25;2025;5;2025-05;1;42,1;42,1;42,1;0;0;0;E-commerce;Website Banner;T-Shirts;NETHERLANDS;16-25
923;908;202;26/4/25;2025;4;2025-04;1;41,88;41,88;41,88;0;0;0;App Mobile;App Mobile;T-Shirts;ITALY;16-25
1456;1070;144;30/4/25;2025;4;2025-04;1;41,84;41,84;41,84;0;0;0;App Mobile;App Mobile;Pants;NETHERLANDS;36-45
1669;654;172;4/5/25;2025;5;2025-05;1;41,7;41,7;41,7;0;0;0;App Mobile;App Mobile;Shoes;PORTUGAL;36-45
3108;356;291;13/5/25;2025;5;2025-05;1;41,69;59,56;41,69;30;17,87;1;App Mobile;Social Media;Shoes;GERMANY;16-25
2724;486;423;19/4/25;2025;4;2025-04;1;41,64;41,64;41,64;0;0;0;App Mobile;App Mobile;T-Shirts;SPAIN;46-55
495;386;157;21/4/25;2025;4;2025-04;1;41,56;41,56;41,56;0;0;0;App Mobile;App Mobile;Sleepwear;ITALY;46-55
967;427;289;17/6/25;2025;6;2025-06;1;41,51;41,51;41,51;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;26-35
1477;626;86;24/4/25;2025;4;2025-04;1;41,26;41,26;41,26;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;36-45
1806;306;86;26/4/25;2025;4;2025-04;1;41,26;41,26;41,26;0;0;0;E-commerce;Website Banner;Sleepwear;ITALY;36-45
4;468;18;5/5/25;2025;5;2025-05;1;40,99;40,99;40,99;0;0;0;App Mobile;App Mobile;Shoes;FRANCE;16-25
387;349;18;15/6/25;2025;6;2025-06;1;40,99;40,99;40,99;0;0;0;App Mobile;App Mobile;Shoes;PORTUGAL;36-45
1242;966;18;17/5/25;2025;5;2025-05;1;40,99;40,99;40,99;0;0;0;E-commerce;Website Banner;Shoes;ITALY;26-35
984;525;471;21/5/25;2025;5;2025-05;1;40,92;40,92;40,92;0;0;0;App Mobile;App Mobile;T-Shirts;GERMANY;16-25
1289;971;471;21/5/25;2025;5;2025-05;1;40,92;40,92;40,92;0;0;0;App Mobile;App Mobile;T-Shirts;GERMANY;46-55
2048;618;471;19/4/25;2025;4;2025-04;1;40,92;40,92;40,92;0;0;0;App Mobile;App Mobile;T-Shirts;PORTUGAL;36-45
3242;297;366;17/5/25;2025;5;2025-05;1;40,84;58,34;40,84;30;17,5;1;App Mobile;Social Media;Pants;ITALY;56-65
94;558;22;17/5/25;2025;5;2025-05;1;40,78;58,26;40,78;30;17,48;1;App Mobile;Social Media;T-Shirts;ITALY;16-25
1093;834;293;17/6/25;2025;6;2025-06;1;40,77;40,77;40,77;0;0;0;App Mobile;App Mobile;Shoes;ITALY;36-45
1596;200;293;4/5/25;2025;5;2025-05;1;40,77;40,77;40,77;0;0;0;App Mobile;App Mobile;Shoes;GERMANY;36-45
2328;750;293;16/4/25;2025;4;2025-04;1;40,77;40,77;40,77;0;0;0;E-commerce;Website Banner;Shoes;PORTUGAL;26-35
341;44;106;14/5/25;2025;5;2025-05;1;40,75;40,75;40,75;0;0;0;E-commerce;Website Banner;T-Shirts;FRANCE;16-25
2604;392;106;21/5/25;2025;5;2025-05;1;40,75;40,75;40,75;0;0;0;E-commerce;Website Banner;T-Shirts;NETHERLANDS;46-55
1528;323;9;6/5/25;2025;5;2025-05;1;40,5;40,5;40,5;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;56-65
2929;281;83;17/5/25;2025;5;2025-05;1;40,46;57,8;40,46;30;17,34;1;App Mobile;Social Media;T-Shirts;SPAIN;16-25
1164;53;16;14/4/25;2025;4;2025-04;1;40,36;40,36;40,36;0;0;0;E-commerce;Website Banner;Pants;SPAIN;56-65
583;441;92;28/4/25;2025;4;2025-04;1;40,25;40,25;40,25;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;16-25
2279;39;292;14/5/25;2025;5;2025-05;1;40,12;40,12;40,12;0;0;0;E-commerce;Website Banner;T-Shirts;PORTUGAL;26-35
3073;875;407;17/5/25;2025;5;2025-05;1;39,79;56,84;39,79;30;17,05;1;App Mobile;Social Media;T-Shirts;ITALY;26-35
1031;478;325;14/4/25;2025;4;2025-04;1;39,78;39,78;39,78;0;0;0;App Mobile;App Mobile;Shoes;FRANCE;16-25
1366;706;226;5/5/25;2025;5;2025-05;1;39,78;39,78;39,78;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;46-55
2032;154;325;22/4/25;2025;4;2025-04;1;39,78;39,78;39,78;0;0;0;E-commerce;Website Banner;Shoes;FRANCE;16-25
2802;947;283;16/6/25;2025;6;2025-06;1;39,62;39,62;39,62;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;56-65
490;1025;490;29/5/25;2025;5;2025-05;1;39,42;39,42;39,42;0;0;0;App Mobile;App Mobile;Shoes;FRANCE;46-55
1057;858;178;14/5/25;2025;5;2025-05;1;39,34;39,34;39,34;0;0;0;E-commerce;Website Banner;Pants;PORTUGAL;46-55
1817;106;178;25/4/25;2025;4;2025-04;1;39,34;39,34;39,34;0;0;0;E-commerce;Website Banner;Pants;FRANCE;56-65
3205;999;467;16/6/25;2025;6;2025-06;1;39,22;39,22;39,22;0;0;0;E-commerce;Website Banner;Pants;FRANCE;46-55
69;2;113;16/5/25;2025;5;2025-05;1;39,18;39,18;39,18;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;36-45
2633;255;93;30/4/25;2025;4;2025-04;1;39,18;39,18;39,18;0;0;0;E-commerce;Website Banner;Pants;NETHERLANDS;36-45
1517;677;456;14/6/25;2025;6;2025-06;1;39,09;39,09;39,09;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;46-55
2921;469;456;25/5/25;2025;5;2025-05;1;39,09;39,09;39,09;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;56-65
924;817;311;5/6/25;2025;6;2025-06;1;39,04;43,38;39,04;10;4,34;1;E-commerce;Email;Dresses;NETHERLANDS;36-45
938;745;96;28/4/25;2025;4;2025-04;1;39,03;39,03;39,03;0;0;0;E-commerce;Website Banner;T-Shirts;ITALY;16-25
2316;378;477;17/4/25;2025;4;2025-04;1;38,9;38,9;38,9;0;0;0;App Mobile;App Mobile;Shoes;ITALY;56-65
949;183;180;16/5/25;2025;5;2025-05;1;38,81;38,81;38,81;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;26-35
1280;766;180;16/6/25;2025;6;2025-06;1;38,81;38,81;38,81;0;0;0;App Mobile;App Mobile;Shoes;PORTUGAL;26-35
2905;87;438;14/4/25;2025;4;2025-04;1;38,74;38,74;38,74;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;16-25
779;958;233;22/5/25;2025;5;2025-05;1;38,68;38,68;38,68;0;0;0;E-commerce;Website Banner;Shoes;GERMANY;56-65
2927;42;233;31/5/25;2025;5;2025-05;1;38,68;38,68;38,68;0;0;0;App Mobile;App Mobile;Shoes;GERMANY;16-25
1363;199;107;19/5/25;2025;5;2025-05;1;38,54;55,06;38,54;30;16,52;1;App Mobile;Social Media;Shoes;NETHERLANDS;26-35
654;1165;376;22/4/25;2025;4;2025-04;1;38,52;38,52;38,52;0;0;0;E-commerce;Website Banner;Sleepwear;FRANCE;56-65
740;286;188;18/5/25;2025;5;2025-05;1;38,51;55,01;38,51;29,99;16,5;1;App Mobile;Social Media;Shoes;FRANCE;46-55
420;1332;256;13/5/25;2025;5;2025-05;1;38,41;38,41;38,41;0;0;0;E-commerce;Website Banner;Sleepwear;ITALY;36-45
599;274;256;19/4/25;2025;4;2025-04;1;38,41;38,41;38,41;0;0;0;E-commerce;Website Banner;Sleepwear;GERMANY;26-35
3272;423;32;13/5/25;2025;5;2025-05;1;38,38;54,83;38,38;30;16,45;1;App Mobile;Social Media;T-Shirts;PORTUGAL;36-45
78;1129;240;21/5/25;2025;5;2025-05;1;38,14;38,14;38,14;0;0;0;App Mobile;App Mobile;Pants;GERMANY;46-55
629;139;240;21/5/25;2025;5;2025-05;1;38,14;38,14;38,14;0;0;0;App Mobile;App Mobile;Pants;FRANCE;16-25
2511;609;240;22/5/25;2025;5;2025-05;1;38,14;38,14;38,14;0;0;0;App Mobile;App Mobile;Pants;FRANCE;16-25
281;916;48;18/5/25;2025;5;2025-05;1;38,07;54,38;38,07;29,99;16,31;1;App Mobile;Social Media;Shoes;NETHERLANDS;36-45
242;124;387;19/4/25;2025;4;2025-04;1;38,06;38,06;38,06;0;0;0;E-commerce;Website Banner;Sleepwear;SPAIN;36-45
1060;447;387;19/4/25;2025;4;2025-04;1;38,06;38,06;38,06;0;0;0;App Mobile;App Mobile;Sleepwear;PORTUGAL;26-35
106;981;500;15/4/25;2025;4;2025-04;1;38,03;38,03;38,03;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;26-35
2217;88;500;13/4/25;2025;4;2025-04;1;38,03;38,03;38,03;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;36-45
1405;603;41;31/5/25;2025;5;2025-05;1;37,94;37,94;37,94;0;0;0;App Mobile;App Mobile;Pants;FRANCE;46-55
233;1124;208;29/4/25;2025;4;2025-04;1;37,45;37,45;37,45;0;0;0;E-commerce;Website Banner;T-Shirts;GERMANY;26-35
1063;468;208;5/5/25;2025;5;2025-05;1;37,45;37,45;37,45;0;0;0;App Mobile;App Mobile;T-Shirts;FRANCE;16-25
2906;138;215;14/6/25;2025;6;2025-06;1;37,11;37,11;37,11;0;0;0;E-commerce;Website Banner;Pants;GERMANY;36-45
844;15;243;20/5/25;2025;5;2025-05;1;37,06;37,06;37,06;0;0;0;E-commerce;Website Banner;Sleepwear;ITALY;56-65
1842;839;243;31/5/25;2025;5;2025-05;1;37,06;37,06;37,06;0;0;0;App Mobile;App Mobile;Sleepwear;ITALY;46-55
2664;428;262;14/5/25;2025;5;2025-05;1;37,06;52,94;37,06;30;15,88;1;App Mobile;Social Media;Sleepwear;ITALY;16-25
2778;510;243;30/4/25;2025;4;2025-04;1;37,06;37,06;37,06;0;0;0;E-commerce;Website Banner;Sleepwear;GERMANY;46-55
3062;722;441;5/4/25;2025;4;2025-04;1;36,99;36,99;36,99;0;0;0;App Mobile;App Mobile;Dresses;NETHERLANDS;56-65
443;40;75;13/5/25;2025;5;2025-05;1;36,98;52,83;36,98;30;15,85;1;App Mobile;Social Media;Sleepwear;ITALY;36-45
1519;15;251;20/5/25;2025;5;2025-05;1;36,88;36,88;36,88;0;0;0;E-commerce;Website Banner;T-Shirts;ITALY;56-65
2643;73;251;19/5/25;2025;5;2025-05;1;36,88;36,88;36,88;0;0;0;E-commerce;Website Banner;T-Shirts;SPAIN;16-25
2630;56;5;29/5/25;2025;5;2025-05;1;36,84;36,84;36,84;0;0;0;App Mobile;App Mobile;Pants;GERMANY;16-25
3365;705;495;18/4/25;2025;4;2025-04;1;36,65;36,65;36,65;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;26-35
1466;1225;151;27/4/25;2025;4;2025-04;1;36,47;36,47;36,47;0;0;0;App Mobile;App Mobile;Pants;GERMANY;16-25
1588;40;140;13/5/25;2025;5;2025-05;1;36,46;52,08;36,46;29,99;15,62;1;App Mobile;Social Media;Dresses;ITALY;36-45
1543;934;427;16/5/25;2025;5;2025-05;1;36,01;36,01;36,01;0;0;0;E-commerce;Website Banner;Sleepwear;FRANCE;26-35
83;1223;367;17/5/25;2025;5;2025-05;1;35,97;51,38;35,97;29,99;15,41;1;App Mobile;Social Media;Dresses;ITALY;46-55
2390;874;313;16/6/25;2025;6;2025-06;1;35,69;35,69;35,69;0;0;0;E-commerce;Website Banner;Sleepwear;SPAIN;26-35
3152;115;313;5/4/25;2025;4;2025-04;1;35,69;35,69;35,69;0;0;0;App Mobile;App Mobile;Sleepwear;NETHERLANDS;46-55
2001;215;204;4/6/25;2025;6;2025-06;1;35,28;39,2;35,28;10;3,92;1;E-commerce;Email;Dresses;ITALY;46-55
92;1327;414;19/4/25;2025;4;2025-04;1;35,2;35,2;35,2;0;0;0;E-commerce;Website Banner;Sleepwear;PORTUGAL;36-45
1576;1290;414;22/4/25;2025;4;2025-04;1;35,2;35,2;35,2;0;0;0;E-commerce;Website Banner;Sleepwear;SPAIN;36-45
3321;559;477;4/6/25;2025;6;2025-06;1;35,01;38,9;35,01;10;3,89;1;E-commerce;Email;Shoes;SPAIN;46-55
712;1223;190;17/5/25;2025;5;2025-05;1;34,59;49,41;34,59;29,99;14,82;1;App Mobile;Social Media;Dresses;ITALY;46-55
2163;1329;59;27/4/25;2025;4;2025-04;1;34,58;34,58;34,58;0;0;0;App Mobile;App Mobile;Sleepwear;SPAIN;16-25
1976;542;402;24/5/25;2025;5;2025-05;1;34,45;34,45;34,45;0;0;0;E-commerce;Website Banner;Sleepwear;PORTUGAL;16-25
2577;707;402;23/5/25;2025;5;2025-05;1;34,45;34,45;34,45;0;0;0;E-commerce;Website Banner;Sleepwear;FRANCE;36-45
1163;369;388;29/4/25;2025;4;2025-04;1;34,23;34,23;34,23;0;0;0;E-commerce;Website Banner;Dresses;ITALY;16-25
1507;589;91;17/6/25;2025;6;2025-06;1;33,95;33,95;33,95;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;56-65
2863;144;91;20/4/25;2025;4;2025-04;1;33,95;33,95;33,95;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;56-65
1482;1320;298;17/4/25;2025;4;2025-04;1;33,94;33,94;33,94;0;0;0;E-commerce;Website Banner;Shoes;SPAIN;16-25
379;895;139;31/5/25;2025;5;2025-05;1;33,59;33,59;33,59;0;0;0;App Mobile;App Mobile;T-Shirts;FRANCE;16-25
2717;550;139;16/5/25;2025;5;2025-05;1;33,59;33,59;33,59;0;0;0;E-commerce;Website Banner;T-Shirts;ITALY;26-35
215;404;338;26/5/25;2025;5;2025-05;1;33,39;33,39;33,39;0;0;0;E-commerce;Website Banner;Sleepwear;NETHERLANDS;26-35
920;485;338;13/6/25;2025;6;2025-06;1;33,39;33,39;33,39;0;0;0;E-commerce;Website Banner;Sleepwear;GERMANY;56-65
2094;24;410;13/5/25;2025;5;2025-05;1;33,23;47,47;33,23;30;14,24;1;App Mobile;Social Media;Sleepwear;SPAIN;46-55
136;278;169;13/6/25;2025;6;2025-06;1;32,94;32,94;32,94;0;0;0;App Mobile;App Mobile;Sleepwear;ITALY;36-45
1387;555;209;25/5/25;2025;5;2025-05;1;32,41;32,41;32,41;0;0;0;App Mobile;App Mobile;Shoes;ITALY;56-65
1133;377;82;14/5/25;2025;5;2025-05;1;32,21;32,21;32,21;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;46-55
2578;949;82;30/5/25;2025;5;2025-05;1;32,21;32,21;32,21;0;0;0;E-commerce;Website Banner;Dresses;NETHERLANDS;16-25
118;577;453;27/5/25;2025;5;2025-05;1;32,05;32,05;32,05;0;0;0;E-commerce;Website Banner;T-Shirts;GERMANY;56-65
799;931;80;17/6/25;2025;6;2025-06;1;31,86;31,86;31,86;0;0;0;E-commerce;Website Banner;Dresses;SPAIN;36-45
2744;842;80;21/4/25;2025;4;2025-04;1;31,86;31,86;31,86;0;0;0;App Mobile;App Mobile;Dresses;SPAIN;56-65
842;1195;418;22/4/25;2025;4;2025-04;1;31,84;31,84;31,84;0;0;0;App Mobile;App Mobile;Shoes;GERMANY;26-35
2495;1216;84;27/4/25;2025;4;2025-04;1;31,84;31,84;31,84;0;0;0;App Mobile;App Mobile;Shoes;SPAIN;56-65
2882;592;418;17/5/25;2025;5;2025-05;1;31,84;31,84;31,84;0;0;0;E-commerce;Website Banner;Shoes;NETHERLANDS;46-55
2733;882;90;15/6/25;2025;6;2025-06;1;31,67;31,67;31,67;0;0;0;App Mobile;App Mobile;Shoes;PORTUGAL;46-55
3219;1249;457;13/6/25;2025;6;2025-06;1;31,61;31,61;31,61;0;0;0;E-commerce;Website Banner;T-Shirts;SPAIN;26-35
82;490;258;24/5/25;2025;5;2025-05;1;31,48;31,48;31,48;0;0;0;App Mobile;App Mobile;Shoes;PORTUGAL;36-45
3278;497;12;13/5/25;2025;5;2025-05;1;31,34;44,77;31,34;30;13,43;1;App Mobile;Social Media;Dresses;PORTUGAL;56-65
733;467;95;20/4/25;2025;4;2025-04;1;31,15;31,15;31,15;0;0;0;App Mobile;App Mobile;Sleepwear;GERMANY;26-35
1210;33;452;23/4/25;2025;4;2025-04;1;30,85;30,85;30,85;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;26-35
2645;1067;452;30/5/25;2025;5;2025-05;1;30,85;30,85;30,85;0;0;0;App Mobile;App Mobile;Dresses;GERMANY;26-35
928;907;401;18/4/25;2025;4;2025-04;1;30,83;30,83;30,83;0;0;0;E-commerce;Website Banner;Dresses;GERMANY;26-35
2809;359;401;18/4/25;2025;4;2025-04;1;30,83;30,83;30,83;0;0;0;App Mobile;App Mobile;Dresses;ITALY;16-25
2779;328;431;13/5/25;2025;5;2025-05;1;30,41;30,41;30,41;0;0;0;E-commerce;Website Banner;Shoes;FRANCE;36-45
2543;503;171;22/5/25;2025;5;2025-05;1;30,26;30,26;30,26;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;16-25
1944;1128;39;31/5/25;2025;5;2025-05;1;29,97;29,97;29,97;0;0;0;App Mobile;App Mobile;Pants;FRANCE;36-45
1923;1298;241;16/5/25;2025;5;2025-05;1;29,82;29,82;29,82;0;0;0;E-commerce;Website Banner;Pants;GERMANY;16-25
2219;1029;88;17/4/25;2025;4;2025-04;1;29,81;29,81;29,81;0;0;0;E-commerce;Website Banner;Sleepwear;FRANCE;56-65
2853;1108;400;27/5/25;2025;5;2025-05;1;29,68;29,68;29,68;0;0;0;E-commerce;Website Banner;Pants;GERMANY;46-55
359;958;81;22/5/25;2025;5;2025-05;1;29,63;29,63;29,63;0;0;0;E-commerce;Website Banner;Sleepwear;GERMANY;56-65
3065;1060;202;18/5/25;2025;5;2025-05;1;29,32;41,88;29,32;29,99;12,56;1;App Mobile;Social Media;T-Shirts;GERMANY;36-45
864;319;246;31/5/25;2025;5;2025-05;1;28,98;28,98;28,98;0;0;0;App Mobile;App Mobile;Dresses;NETHERLANDS;56-65
1134;253;246;27/4/25;2025;4;2025-04;1;28,98;28,98;28,98;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;26-35
1520;1311;415;31/5/25;2025;5;2025-05;1;28,73;28,73;28,73;0;0;0;E-commerce;Website Banner;Pants;GERMANY;56-65
504;473;249;30/4/25;2025;4;2025-04;1;28,42;28,42;28,42;0;0;0;E-commerce;Website Banner;Sleepwear;SPAIN;56-65
3356;1133;249;25/4/25;2025;4;2025-04;1;28,42;28,42;28,42;0;0;0;E-commerce;Website Banner;Sleepwear;ITALY;46-55
2415;817;30;5/6/25;2025;6;2025-06;1;27,98;31,09;27,98;10;3,11;1;E-commerce;Email;Pants;NETHERLANDS;36-45
293;1316;328;15/5/25;2025;5;2025-05;1;27,88;39,83;27,88;30;11,95;1;App Mobile;Social Media;Dresses;NETHERLANDS;36-45
1436;895;23;31/5/25;2025;5;2025-05;1;27,5;27,5;27,5;0;0;0;App Mobile;App Mobile;Dresses;FRANCE;16-25
3288;926;23;29/5/25;2025;5;2025-05;1;27,5;27,5;27,5;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;46-55
1075;442;431;6/6/25;2025;6;2025-06;1;27,37;30,41;27,37;10;3,04;1;E-commerce;Email;Shoes;GERMANY;46-55
3229;1083;119;15/5/25;2025;5;2025-05;1;27,34;27,34;27,34;0;0;0;E-commerce;Website Banner;Dresses;ITALY;46-55
1784;1198;241;5/6/25;2025;6;2025-06;1;26,84;29,82;26,84;9,99;2,98;1;E-commerce;Email;Pants;SPAIN;26-35
2636;615;451;16/5/25;2025;5;2025-05;1;26,46;37,8;26,46;30;11,34;1;App Mobile;Social Media;T-Shirts;FRANCE;56-65
2878;1253;174;24/4/25;2025;4;2025-04;1;26,41;26,41;26,41;0;0;0;E-commerce;Website Banner;Sleepwear;SPAIN;36-45
2062;420;120;16/6/25;2025;6;2025-06;1;25,7;25,7;25,7;0;0;0;App Mobile;App Mobile;Sleepwear;FRANCE;16-25
2130;46;120;14/6/25;2025;6;2025-06;1;25,7;25,7;25,7;0;0;0;App Mobile;App Mobile;Sleepwear;FRANCE;36-45
989;445;176;5/6/25;2025;6;2025-06;1;25,15;27,94;25,15;9,99;2,79;1;E-commerce;Email;Dresses;PORTUGAL;46-55
3196;622;46;26/4/25;2025;4;2025-04;1;25,15;25,15;25,15;0;0;0;E-commerce;Website Banner;Sleepwear;ITALY;56-65
3160;216;122;22/5/25;2025;5;2025-05;1;24,8;24,8;24,8;0;0;0;E-commerce;Website Banner;Pants;ITALY;16-25
3216;235;122;6/4/25;2025;4;2025-04;1;24,8;24,8;24,8;0;0;0;E-commerce;Website Banner;Pants;GERMANY;56-65
1478;1255;319;16/4/25;2025;4;2025-04;1;24,05;24,05;24,05;0;0;0;App Mobile;App Mobile;Dresses;GERMANY;36-45
3047;1175;319;5/5/25;2025;5;2025-05;1;24,05;24,05;24,05;0;0;0;E-commerce;Website Banner;Dresses;FRANCE;56-65
2138;199;330;19/5/25;2025;5;2025-05;1;23,76;33,94;23,76;29,99;10,18;1;App Mobile;Social Media;Sleepwear;NETHERLANDS;26-35
